lon,lat,name,type
9.185548,45.461953,Pomet,restaurant
9.199794,45.480844,Caffè Napoli,cafe
9.19996,45.48102,Giannino,restaurant
9.205174,45.4762,Rainbow cafè,cafe
9.191899,45.465901,Ristorante Pizzeria del Drago,restaurant
9.192509,45.450843,il fortino,bar
9.192036,45.450841,Kama,restaurant
9.192262,45.450843,IL cozzaro,restaurant
9.192777,45.451048,Unknown name,cafe
9.193051,45.450843,Amygdala Cafė,bar
9.193249,45.450833,The Social Chupiteria,bar
9.192215,45.450843,BurgerBar,fast food
9.19384,45.451052,Oishii,restaurant
9.193485,45.451049,Oca giuliva,restaurant
9.192703,45.450843,turkish kebap,fast food
9.182187,45.465182,Maui,restaurant
9.18066,45.460456,Fabregas,restaurant
9.180605,45.460487,Bar Sotto Torchio,cafe
9.179964,45.459657,Unknown name,cafe
9.178215,45.459229,Unknown name,cafe
9.183916,45.463527,La Piadineria,fast food
9.179518,45.459679,Sensei,restaurant
9.185498,45.477455,Mondial Kebap,fast food
9.195427,45.469455,La Veranda,restaurant
9.194396,45.462123,Caffetteria S.Stefano,cafe
9.192123,45.459484,The grill,restaurant
9.194024,45.460679,C'era una volta,cafe
9.194374,45.461439,Gusto,fast food
9.193871,45.460674,Leccentrico,cafe
9.19411,45.460789,Grecales' ub,cafe
9.193793,45.460571,Ateneo Café,cafe
9.192162,45.459097,Favelinha,fast food
9.175523,45.478246,Ali Baba Pizzeria,fast food
9.171346,45.480211,Vasavasa,fast food
9.170497,45.48061,Gelatera 54,fast food
9.175496,45.478369,Bar Felice,bar
9.204858,45.477142,Memà,cafe
9.17557,45.468508,Acafe,cafe
9.175624,45.468542,Burger King,fast food
9.175817,45.468345,Cioccolatitaliani,cafe
9.206381,45.45908,Astoria,restaurant
9.206484,45.459205,Angus and more,restaurant
9.174136,45.451458,Il Vero ok,fast food
9.172949,45.451198,Unknown name,fast food
9.205246,45.476626,El Paso de los Toros,restaurant
9.204481,45.476966,Bar Addis Abeba,cafe
9.203928,45.477369,Ristorante Awash,restaurant
9.202794,45.477914,Trattoria Wang Jing,restaurant
9.202533,45.477833,La Locanda Dell'amore,restaurant
9.187269,45.463324,Caffe Vergnano,restaurant
9.188803,45.462629,Ecooking,restaurant
9.200452,45.47704,New Caffè Italiano,cafe
9.201319,45.477222,Willy's Sandwich,fast food
9.202103,45.45693,La Marmora,restaurant
9.199479,45.456759,Unknown name,restaurant
9.193623,45.457274,‘O Macarò,restaurant
9.204312,45.477356,Ferrari,restaurant
9.200919,45.47231,Il Caffettino,cafe
9.183919,45.475766,Officina gelato,ice cream
9.165014,45.470669,Cafè Pagano,cafe
9.204139,45.476919,LeccoMilano,bar
9.190532,45.468088,Panini Durini,fast food
9.173485,45.451321,BackDoor43,bar
9.188863,45.462853,ecooking,restaurant
9.162619,45.467693,Aumm Aumma,restaurant
9.160959,45.467964,Metropolis,cafe
9.162426,45.467823,La Maniera di Carlo,restaurant
9.16431,45.467876,Rufus Bar,bar
9.16397,45.468004,Tai,cafe
9.173659,45.450914,Momento,restaurant
9.186196,45.464929,Starbucks,cafe
9.172774,45.453136,Tenoha,restaurant
9.176697,45.459564,Nordic Grill,restaurant
9.178498,45.458609,Premiata Pizzeria,restaurant
9.200024,45.472546,LùBar,restaurant
9.17179,45.477583,Hola,restaurant
9.172691,45.477096,Dumbo Burger,fast food
9.172659,45.476966,Rebetiko,restaurant
9.173115,45.477718,Tara,restaurant
9.174359,45.477124,Margot,restaurant
9.17279,45.477662,Ten to Ten,restaurant
9.172693,45.477402,Gusto 17,ice cream
9.173297,45.476428,Pisco,restaurant
9.178229,45.452748,Social Market Fish & Chips,restaurant
9.180174,45.453194,Vineria,restaurant
9.180193,45.453274,Ckn & Chk,fast food
9.196514,45.455791,Alta Turkish Kebap,restaurant
9.196391,45.455664,Hello Chicken,fast food
9.187391,45.465034,Mercanti,restaurant
9.186911,45.465228,Caffe Martini,bar
9.184664,45.466228,Puro Gusto,cafe
9.167626,45.479977,La Bufala,restaurant
9.166858,45.480542,Mullerdi Cavit,cafe
9.171132,45.476352,MIT Cafe,cafe
9.167992,45.479889,Salad Me Cafe,cafe
9.170148,45.477748,La Taverna dei Golosi,restaurant
9.170121,45.477146,Ama.mi,restaurant
9.170409,45.476889,Milano 1979,restaurant
9.17651,45.468285,Yours Bubble Tea - Ravioli & Bubble Tea,cafe
9.180954,45.458656,Alle Colonne,restaurant
9.181427,45.460021,Panino Giusto,restaurant
9.181019,45.459144,San Miguel,cafe
9.18136,45.45957,Donna Sophia,restaurant
9.182361,45.460743,California Bakery,restaurant
9.181279,45.458944,Wok on the Go,restaurant
9.190126,45.457621,Sant Eufemia,bar
9.190254,45.468511,Identità golose,restaurant
9.187778,45.481859,10 corso como,restaurant
9.166034,45.459516,Top Pan Wok,restaurant
9.196947,45.46282,Caffe Napoli,cafe
9.181684,45.482748,La puccieria,cafe
9.190842,45.458796,L’isola del Tesoro,restaurant
9.194647,45.465571,Quore Italiano,restaurant
9.194081,45.465652,Square Food,cafe
9.187656,45.480992,Dispensa Emilia,fast food
9.188398,45.463393,Il panzerotto del senatore,fast food
9.177736,45.481444,Tang Gourmet,restaurant
9.176355,45.48131,A'Vucciria,fast food
9.177084,45.481557,Unknown name,cafe
9.174853,45.481382,Ling Dian Bar,cafe
9.177296,45.480285,Unknown name,restaurant
9.174796,45.479588,Osteria Vecio Frjul,restaurant
9.174839,45.479328,Trattoria Hong Ni,restaurant
9.175108,45.478969,Rosso Fuoco,restaurant
9.175156,45.479983,Bar Il Liceo,cafe
9.17684,45.478749,Caffè Popolare,cafe
9.177092,45.466716,All'Officina,cafe
9.181896,45.46002,Green Day Natural Food and Bar,fast food
9.171066,45.454053,Euro Jolly,bar
9.186588,45.459969,Yokohama,restaurant
9.171401,45.476085,Duomo dal 1952,cafe
9.205254,45.475593,40 Pizza e Cucina,restaurant
9.186816,45.48021,Starbucks,cafe
9.199333,45.464281,Taverna Visconti,restaurant
9.20452,45.47789,Delicatessen,restaurant
9.175702,45.48167,Bar Messina,cafe
9.175834,45.481812,Gelsomino,restaurant
9.17585,45.482277,Al Vecchio Porco,restaurant
9.177009,45.482471,Unknown name,cafe
9.180304,45.459779,Pan Caffè Correnti,cafe
9.175584,45.452732,Testone,fast food
9.198416,45.45957,Bar San Barnaba,cafe
9.183677,45.473759,Pokeria,fast food
9.205545,45.461525,Unknown name,cafe
9.203614,45.462048,Unknown name,cafe
9.20359,45.461235,Na Gott,restaurant
9.203643,45.461145,Unknown name,cafe
9.203104,45.461974,Unknown name,cafe
9.202485,45.461615,Bar Vittoria,cafe
9.202536,45.46131,La Toga,restaurant
9.202538,45.461256,La Legge dei Sapori,cafe
9.202769,45.4601,Unknown name,cafe
9.164826,45.466602,Larky restaurant caffe Milano,restaurant
9.189931,45.463363,Veg-MI Trike,fast food
9.189351,45.479785,Carlsberg Øl,restaurant
9.172527,45.481189,Fusho,restaurant
9.188714,45.451162,Napulegna,restaurant
9.184419,45.451913,Wang Jiao,restaurant
9.17444,45.451184,Iter,bar
9.17065,45.465677,Shion,restaurant
9.173886,45.467525,Zakuro,restaurant
9.186345,45.463711,Al Mercante,restaurant
9.208575,45.465377,Da Giacomo,restaurant
9.186404,45.451548,Gelateria Artigianale Biologica Km0,ice cream
9.174966,45.452201,Morgante cocktail & soul,bar
9.181293,45.48199,Sbunda,fast food
9.168934,45.481309,Madera Milano,cafe
9.169081,45.481884,Murales,restaurant
9.168483,45.481314,Da Giulia,restaurant
9.180999,45.453366,Sant’Eustorgio,restaurant
9.172324,45.481178,Uva Garden,restaurant
9.181225,45.452128,La romana,ice cream
9.171323,45.482797,Le Colline Toscana,restaurant
9.199934,45.454935,Gli Orti del Belvedere,restaurant
9.199698,45.455054,Gennaro Esposito,restaurant
9.18794,45.477898,Cafezal,cafe
9.190449,45.468614,DeRos,restaurant
9.204076,45.476316,Sui Generis,cafe
9.183756,45.472257,RED Bistrot Libreria,restaurant
9.191101,45.462127,Yuan Chinese Hot Pot,restaurant
9.190867,45.461688,Smartkook,bar
9.203375,45.47608,Subito Dai,restaurant
9.170455,45.453912,Unknown name,cafe
9.180953,45.458612,Tutti Fritti,bar
9.185095,45.477318,In Veranda,restaurant
9.18735,45.462294,Caputo,restaurant
9.194924,45.476001,Foodie's,cafe
9.193624,45.475935,Pasticceria Ranieri,cafe
9.193852,45.477246,Il Giò,bar
9.194806,45.473347,La Piadineria,fast food
9.200918,45.462748,Pavé Milano,ice cream
9.188122,45.462593,Bello Tosto,fast food
9.187073,45.462491,Stoica Bar,cafe
9.187059,45.462355,La Piadineria,fast food
9.186595,45.461823,L'Altro Tramezzino,fast food
9.187015,45.461814,Maga Cacao,cafe
9.188073,45.4616,Lo Sfizio in Galleria,fast food
9.187821,45.461549,Bar Milano,cafe
9.18836,45.461688,Tastè,cafe
9.188363,45.462369,Hana,restaurant
9.189484,45.462431,Panino Giusto,restaurant
9.196109,45.453341,Fratelli Torcinelli,fast food
9.195815,45.461518,Colibrì,bar
9.182939,45.452042,Ovino,restaurant
9.171316,45.480232,Bellaviva,cafe
9.187488,45.46074,Unknown name,cafe
9.192371,45.482981,Pandenus,cafe
9.183577,45.474616,Osteria dei Poeti,restaurant
9.205025,45.476311,PoP,bar
9.183819,45.479193,Case Mia,restaurant
9.172885,45.481093,Corey's Soul Chicken,fast food
9.204574,45.462613,Ristorante Shorai,restaurant
9.207027,45.47059,God Save The Food,restaurant
9.182945,45.466543,Basement,restaurant
9.187762,45.451716,Panzarotti,restaurant
9.193019,45.477672,Green Day,restaurant
9.174387,45.481343,Ristorante Yuebinlou,restaurant
9.189358,45.483953,12Oz,cafe
9.189237,45.483953,Mama Burger,fast food
9.175443,45.482268,Ricky Bar,cafe
9.175207,45.483759,Unknown name,cafe
9.172938,45.482164,Biofficina,restaurant
9.17649,45.45804,Fiume d'argento,restaurant
9.160352,45.46051,Gelateria Paradise,ice cream
9.165491,45.465792,Plaza cafè,cafe
9.180508,45.457844,Todos a Cuba,bar
9.180073,45.450272,Unknown name,fast food
9.177503,45.45214,Unknown name,ice cream
9.177402,45.452115,Unknown name,fast food
9.169054,45.456891,Pizza OK5,fast food
9.170337,45.456354,Unknown name,ice cream
9.170979,45.456404,Unknown name,fast food
9.171214,45.456118,Pasticceria Clivati,cafe
9.173686,45.454196,Unknown name,fast food
9.173747,45.454151,Okja,fast food
9.173963,45.45404,Wafu,restaurant
9.190595,45.460557,Peter bar,cafe
9.190454,45.460443,Unknown name,cafe
9.178832,45.459231,Unknown name,fast food
9.178686,45.459154,Unknown name,fast food
9.178556,45.459099,Oliva,fast food
9.164303,45.463827,La Bottarga,restaurant
9.16385,45.463378,Bar Cosmo,cafe
9.185904,45.479134,Agua Sancta,bar
9.185696,45.477595,Canapè,restaurant
9.173672,45.451375,Crepes,bar
9.206154,45.474676,Quore Italiano,restaurant
9.170093,45.45821,Martesana,cafe
9.205052,45.475179,Royal Cafe,cafe
9.192631,45.462437,Jade Café,cafe
9.202573,45.455504,Ristorante Pizzeria Aurora,restaurant
9.164672,45.455679,Alice Pizza,fast food
9.173589,45.451753,UGO,bar
9.174672,45.463936,Madamadorè Street Food Bar,bar
9.169183,45.455866,Unknown name,cafe
9.195334,45.461191,Ristoservice,cafe
9.159897,45.465966,Hana,restaurant
9.163215,45.464834,Bianca,restaurant
9.164805,45.465483,Acqua Pazza,restaurant
9.164416,45.465257,Franci's Bar,cafe
9.173739,45.479101,Savana,restaurant
9.167464,45.456583,Amunì,restaurant
9.165262,45.456172,Dolcedipendenza,ice cream
9.168059,45.456778,Mr. Tea Bar,bar
9.165586,45.456347,Filly,bar
9.168779,45.457731,Coolmorning,bar
9.166473,45.456206,Key Bar,bar
9.168308,45.457298,Mood Cafè,cafe
9.185561,45.478538,PanB Milano,restaurant
9.193295,45.462369,Bar dell'Università,cafe
9.167385,45.456565,Asian Flavor,restaurant
9.16514,45.456136,Solopizza Cafè,restaurant
9.177296,45.457683,Big Store de Milàn,bar
9.171955,45.460374,Pizzeria Olona,restaurant
9.173755,45.467276,Al bacio,restaurant
9.194191,45.461738,Un’altra Pasta,restaurant
9.19275,45.461656,Yi Pin Ramen,restaurant
9.179359,45.477542,El Porteño Arena,restaurant
9.184993,45.452701,El Porteño Darsena,restaurant
9.172829,45.462508,Bebel,restaurant
9.203195,45.475903,Unknown name,bar
9.169381,45.46676,Unknown name,cafe
9.181946,45.451094,Mido,restaurant
9.183074,45.466595,Camperio Lounge Bar,cafe
9.208479,45.467677,Gong,restaurant
9.206241,45.473501,Neta,restaurant
9.16546,45.45592,Art Cafe,cafe
9.207023,45.465562,Trattoria Griglia,restaurant
9.172908,45.462669,Ichiro,restaurant
9.171728,45.462845,Caffè Ambrosiano,cafe
9.191246,45.461406,La Cantina del Mangia,restaurant
9.188993,45.461626,Ristorante Da Bruno,restaurant
9.189076,45.460883,Atelier Cafe,cafe
9.189782,45.461105,Bowls,bar
9.17276,45.462708,Marco's,bar
9.169235,45.45736,Girarrosti Santa Rita,fast food
9.169451,45.456965,Sevilla mia,restaurant
9.169187,45.457394,Sweet Cafè,bar
9.191011,45.46092,Green Koala,cafe
9.175485,45.465003,Nico,restaurant
9.175471,45.464508,Sant'Ambrogio Cafè,cafe
9.188611,45.476428,Sush Art,restaurant
9.177724,45.451461,Sciuè Navigli,restaurant
9.169139,45.455845,Latteria & Co,fast food
9.199196,45.457244,Il Forno di Via Commenda,cafe
9.168672,45.480669,Capuano's,restaurant
9.188245,45.478543,N'ata Espressioni di pizza,restaurant
9.176597,45.455939,Daniele,restaurant
9.181834,45.459362,Miscusi,restaurant
9.18313,45.480154,Sapori della Pasta,restaurant
9.207044,45.471934,This is Pasta,restaurant
9.196494,45.455576,Trafilata,restaurant
9.189564,45.463197,Unknown name,ice cream
9.177281,45.466154,Gelato Fatto Con Amore,ice cream
9.172109,45.480731,Crema Gelateria Artigianale,ice cream
9.163372,45.457095,Unknown name,cafe
9.187141,45.472765,Boa Boa,restaurant
9.195025,45.469509,La Corte di Montenapoleone,cafe
9.188806,45.463015,Orto Urbano,cafe
9.166608,45.475992,Unknown name,cafe
9.184321,45.456453,Toasteria Italiana,fast food
9.195399,45.464518,SunEleven Rooftop,bar
9.174261,45.472616,Caffè in giardino,cafe
9.177718,45.4517,il negozietto del gelato,ice cream
9.189703,45.464876,Terrazza Duomo 21,bar
9.182661,45.467357,Neo Kisho,restaurant
9.181502,45.48313,Mi Dimsum,restaurant
9.170454,45.456216,Rosticceria Cinese Kai Fa,fast food
9.170504,45.453635,Scaletta,restaurant
9.172017,45.482331,Ramen a Mano,restaurant
9.198588,45.454891,Osteria Dot,fast food
9.1713,45.481092,Frère,bar
9.187257,45.481225,Burgez,fast food
9.181016,45.459104,Burgez,fast food
9.187052,45.451643,Burgez,fast food
9.18255,45.452244,Ichi station,restaurant
9.181737,45.452313,Sushi Kòboo,restaurant
9.165105,45.467366,Bebel,cafe
9.182072,45.452285,Bodeguita del Medio,bar
9.188406,45.463436,Pokescuse,fast food
9.208575,45.463463,La Risacca 6,restaurant
9.207035,45.465458,Kashima,restaurant
9.173461,45.481126,Tai Wan Bubble Tea,cafe
9.175912,45.466587,Oro Nero,cafe
9.186404,45.461322,all'Antico Vinaio,fast food
9.186606,45.4617,Pizza Bio,restaurant
9.196355,45.452196,California Bakery,restaurant
9.16999,45.476799,Slice Milano,restaurant
9.167196,45.46378,Bistro Aimo e Nadia,restaurant
9.176143,45.458243,Bentoteca,restaurant
9.202595,45.457014,All'Origine,restaurant
9.203676,45.457442,Unknown name,cafe
9.196312,45.460995,Hanabi,restaurant
9.19537,45.461756,La Bottega di Via Laghetto,restaurant
9.195591,45.461604,Il Panino,fast food
9.19547,45.46141,Cantina Piemontese,restaurant
9.193319,45.462938,Vero Sapore Greco,restaurant
9.184812,45.47187,IT,restaurant
9.169013,45.465742,Galli Pizza & More,restaurant
9.172494,45.467809,Nosh,ice cream
9.17431,45.465828,PaninoLAB,fast food
9.18485,45.477868,Orecchiette `A Porter,fast food
9.188805,45.483448,That's Vapore,restaurant
9.208264,45.464556,Miss Peach,cafe
9.208622,45.464629,Cellini,restaurant
9.207631,45.464094,L’Ov,restaurant
9.207661,45.463705,Sandy Bar,cafe
9.208344,45.46342,Spoon,restaurant
9.208158,45.463389,Classico,restaurant
9.19961,45.453863,Ichimi,restaurant
9.180724,45.456564,Linzi,ice cream
9.206487,45.467235,Dal Baggini,restaurant
9.171748,45.48002,Takumi Ramen Kitchen,restaurant
9.182654,45.474354,Nero9,restaurant
9.183616,45.473957,La fabbrica del grano,fast food
9.207455,45.461036,Gelateria Alberto Marchetti,ice cream
9.176682,45.468386,Il chiosco di Lory,fast food
9.177052,45.466319,PokéSamba,fast food
9.182092,45.460488,Aivoglia,fast food
9.203368,45.464129,Babila Bistro,bar
9.178786,45.452741,Marcelleria Popollare,restaurant
9.187375,45.472712,Artico,ice cream
9.196978,45.482356,Tripburger,restaurant
9.190232,45.463525,Giacomo Arengario,restaurant
9.205299,45.476731,Jerusalem,fast food
9.205196,45.476778,Isola verde,fast food
9.204596,45.476915,La Luna piena,restaurant
9.188262,45.472839,Clotilde Brera,restaurant
9.182986,45.452208,Macha,cafe
9.177444,45.451375,Osteria Milanese Ossbus,restaurant
9.176503,45.450886,Mieru Mieru,restaurant
9.190437,45.467284,Gusto 17,ice cream
9.198568,45.48068,L’antica Pizzeria da Michele,restaurant
9.185179,45.460799,Tiello,fast food
9.18189,45.45147,Levino,restaurant
9.173569,45.467417,California Bakery,restaurant
9.177715,45.451742,Maoji mini,fast food
9.193085,45.466185,Antica Focacceria San Francesco,restaurant
9.166424,45.467478,Bar Peter Pan,bar
9.174115,45.453039,Berberè,restaurant
9.171103,45.453254,Al Bacio,restaurant
9.170662,45.453288,Il Panino Ignorante Gourmet,fast food
9.170692,45.453089,Woodstock 3,restaurant
9.171029,45.453063,Deus Cafe,cafe
9.171623,45.453024,Pollerie Milanesi,fast food
9.1721,45.452993,Duomi,restaurant
9.172314,45.45298,Pizzium,restaurant
9.173829,45.452866,El Chupasangre,bar
9.174059,45.452853,Mugen,restaurant
9.174718,45.452804,Gente di mare,restaurant
9.174964,45.452786,Famoso Fusion,restaurant
9.175802,45.45272,Osteria della Darsena,restaurant
9.17588,45.452718,Caffè Napoli,cafe
9.170202,45.452469,Fratelli Ravioli,restaurant
9.166693,45.454958,Macha Cafè,restaurant
9.168306,45.455403,Messere,restaurant
9.168201,45.455375,Mr Bulldog,fast food
9.168077,45.455335,Madre,restaurant
9.167868,45.455264,Maido,restaurant
9.202579,45.478796,Fan Wu,restaurant
9.195517,45.472212,Camillo Benso,restaurant
9.166926,45.454671,Castelli Gourmet,restaurant
9.188061,45.461704,Rabbit hole,cafe
9.173421,45.454396,Bischeri,restaurant
9.182336,45.479912,Serendib,restaurant
9.185466,45.461982,Contrada Govinda,restaurant
9.186702,45.466156,Desco,restaurant
9.175186,45.4788,House of Ronin,restaurant
9.177771,45.449938,Sushi San,restaurant
9.1778,45.450076,Romeo la Pinseria der Colosseo,restaurant
9.177858,45.450217,Ai Balestrari,restaurant
9.185405,45.471914,Osteria Da Fortunata,restaurant
9.203062,45.476792,Kilburn,bar
9.207775,45.473635,Gesto,bar
9.183371,45.474338,La Prosciutteria,restaurant
9.184277,45.476314,Osaka,restaurant
9.17433,45.453034,Poormanger,restaurant
9.207673,45.470586,Giolina,restaurant
9.187356,45.484871,Culto Caffè,cafe
9.194272,45.451052,Flower Poke,fast food
9.192527,45.46689,That's vapore,restaurant
9.184208,45.46658,Five Guys,fast food
9.182323,45.46053,Find tea,cafe
9.171011,45.480938,KFC,fast food
9.176197,45.466089,Pinsando,fast food
9.206516,45.470939,Zaini Milano,cafe
9.206318,45.472719,Macha,cafe
9.18364,45.475927,Bomaki,restaurant
9.195386,45.456463,Crocetta,cafe
9.183626,45.475575,Osteria del Corso,restaurant
9.183417,45.47544,Prima,bar
9.183167,45.476788,Degustazione,restaurant
9.188052,45.482619,Quore,restaurant
9.196935,45.467784,Paper Moon Giardino,restaurant
9.180909,45.45673,Cannoleria gourmet,fast food
9.180833,45.45633,Mama StrEAT,fast food
9.173991,45.456726,Sakeya,restaurant
9.206024,45.474716,La filetteria italiana,restaurant
9.17497,45.457421,Paca's,restaurant
